1001 110 
110001011000100111110111010101101100100100110000000111101001000001000010111100010101100110000110111110001000001111100110010011110010010001110000010111110111011100011010001101010110010100110000001111111001111011 100011110101010001100111110101000111101100010100001001010010001001111011000110110000100000110011111110001111111001001101111110101000010110101011111000100100101010100001011100010011101110011011101000001010010011 

1001000000000001001010000101111001111101011000101001011101001101011010101111000110000111001111110101010110000100100101100111101101000011010100011011001111001101010111110100101101011111001010000111001001001100001010 1000011101010100011111011000100011011010110110100011101101110101011110111011011111110011110110000100001000111111100100101010101001100010010111011011000010000000111110101010100101011011001100010110101100101110111001 

110011000011010010011001100000001101000001100110001001011100001110001010110100101001110010100111010010001010000111011100100110111010110111101111111100001101000101001100110101110100110001110101001001111111011111101111 101100100011111111011010000101011101111100110111011110100100011101110010101010101111001110001111111011000100000011101111010010110010100001110100101010101111101000001011001000100011111100100110110000000000111001100110 

1011010011001011000011011111000001100011000001011101000001110111000100110111100110101001101001101000010110011111110111100011110110011101001101011001100010100000000011011110100001111011100000100110000001011000011011001011 1001101101101100101001111100000100001101001010011111001101000011100010010001111011011101001011110101101010010110101100100011011110101101011100010001010000110001101101011000110000111110010011101101110111100000010100000011 

1011110110101010111100101110001110100111011000110010100000110000010010001001111101110011011001100110000001101110001010101110101111101100011010110101111000001101100001010011011000010101010000010110011011110001100110000011100 110001111100010001011010110101111110000000110100100001111001110110101001110000111101110001110011011101101001011100101001101011001111000000001001110111111110101111110111110110000111001100111001000110100000101001111010001010 

1001110110101000100011011111010011001011011010100100011110110010010000111010010001010110010001101100001000101000101010101111111010101001000101000000110001001110010000101010111101010110011000101100101010101010011001100011111101 1001100100010000101110010111101111000101100010001100010100110011011110100100011100001011100010101001010010001100111001001000011111010010100101001110111111101000010110000110011010110010001111101100000100110110011011010101110001 

100000010101010101110011111100101111011000010110000100011100011011100100000000010111000000100100001011111100110100011010110000101100111111100100010001101100011101111010000000000110001110111111100011010011010101110001101110001010 1010001010100101000001000000101001011101011101101001101000011101100011001000110101101000101111011101100101011100110000010100100101001010110111011110111011100011100001111110101010101110101001100011010010001110011110111100001010100 

1000110001001101000101110010111101101001100001100001111101011001010101110110010010110101100010010100101000000100001110110100110111000001000111001000101010011011010110000011110010100110100001001011010111100111110011011100001000010111 100010100001010000011100011111000000001110110110110010111111010111000110010111111111001110101001000001111101110000110110110011000111010111000010111000011110001100000001110100101101100000101010110001001111111101100100000000101011011 

1011110000011001100110001110100101000100000101111011011010100011001010010101111101000100100101011110100111100000110010111010100101001110010001001011010000010010010011101000100100001000110100100001101010011001011110101000011110001100101 101001101101100001100100100000001001000001000001000101111111001001001110001010010110111011100111011011000100100011110001111010001110001011010010111100010101011110101100100110100011100000100010000011011000110000001000010000010100000010 

1010111000000000100111110011101010110011111000110100100010111110001010000100100100011001000010100010101111010010110111010010100010111101001110101110111000111010001011010101101001000010111100001110010000010101110101011111100101000111000110 101001000001111100110010001000110001000011111001111011011001000110100011001001101010000101111111110100011010011001000111010011101001110010001001100101101010000001110000001000001011010000101001000110111100111111001001111111111001001110110 

1000101111001100100111000100111010001000000010011011000111001111011101111011000010110110000010001000100110101001000110010000010100100001100010010001000010010110101100011110010001000110011100010011110101011110000011001111011010011010000101101 1011011000011111111010101001110010000001011110111100100010111000100010101111100001110100101000010011110000000011010110111110010010001100111110000010110110000011101000110101101111011011111000111111000001000011110011010001110100000010110101100 

111000111101000001110010000100000100111011100011111111000001010100110011101000010101011100111100000000111000001111101000010011011110101111100100000110111101101111001100101110011001001101111000010100100010010000110001101101111101000001101101111 1010111001001010001101000000010000010100101011000011010110101001000101010001011010001011110110111010000101000000111011001110000101110011011001110000001111000110101111101011101001101100101001000011010101111101010010101000101011111110000110100001 

1010000000011011010100011001101111110010011111110011001111101000010011010100001010101111001100101111110010001101011100100011110101101101001101000101000011010110110011110110001111011101010101000010110111000011000000110010110111100010010011000110101 100110110010010000111110001010100101001010101101110100010011000111000111100011001001000011001001110001011010101010011100000101010101001101111011001010101010100001000111101001111010010001110101111010100100100011111111010011000111000110000111000000 

100000000111011100011111011000001101011100101011010001000000011100110111101010110001000010000001011110000110001001110010100011001100111010011101100000001000000011000001100000110101110101011111010100110001000100000101001001010011111110001001100010001 110000110011100001110000111111011000111010100111110010100011100111101011111010001110111100001000111011000100101101110101001100111110011100100110001011100101001010001000001011000001001100011001001000101111100010101100001110100100000000010010101001010 

1010011000111001001010111111101010110100101111001111110010001111110100000011011011100110110001110000100111111100010010100010000011111101111110000010100110111010101001101011100000011110011011001111011100101111110010000011011100000011110000011000001111100 1001011110111110010101001000101111100111110011100101111001011011011111011111100100110111011111011101111010001100000011110110011010100100111001100000100010011011011001101001111110111011110010111111111000000110101110001011010010010110011000000110010001001 

1001111110011000100011101101000110000101110001101100011111001101101110010100100000100011100000011000101001011101111110010011110001100000010000100110101100100010010001001011001100011001110010000011001111010110110110010011110001111001001110010000110000111010 110000110011011101000110111001010100010011100011111101010001000110100110011011100100110101101001001001110101111000110011101010100110011101010010101001101101011111110110111110111110100100100100100100011110101000001011000000011111110111111111110101101101111 

1001101011101011001100110100000000000001111100110011111101111100010000100011101011010001010001110010000000010001110111111111000000111101000101110000001011111111010000010000011100101001100001010110000000101000110111111100100110011001111010100110000100011001111 1011001000010011001011110011111001111110100001010101111110010000110010111000101111000011000100101010111010100111111011010101101010001100100011101011110010001101110011111110011100111001001111010011100110111100010010111100100011111011100101111101101100101010000 

110111010111101111100100111000100010100100101100100000010111011101000101010100010110110010110000100111011000001010101100110110000011100110001001000010110010101010011011000000111100011110101001111110110011100111010010101100101100101111101010110010000000010110000 110110100000110001011001100001001111001100010000011101101100001010000101001001000011010111010101011111110000010001011011110111010111101111000001100100000010001101011001011110011101001100101001000100010101011101001000110110011001010000011100010011100111110000000 

1010011110010001110011111110111001011010110100000001000110001101010100101010010101001001100100110101000011000010001011001111111010100111111001010110111011111101010111011101111001011100001100000000001000101110111001010000110100000011011101101000100111100101101100000 101111010111010110100001100101111010001001111101011000000011101111010100010101111011101010111111100111110101110100000101010011001011000001010000010110010001010101100111111111101111001111001110110111000010101110001010111010111111010110100000111110011111111000001111 

110001111010111001010001010100000000010101101101110100011110111100110011000100000111100100100110110011110101111001010001001010110010101000001010100000001100001101011101010111110001010111111110011110000110011110010000000001100011000110100011111111011001010010110010100 1000010000100000011001010011100010011101001000111010111000111011001111011100100010111111110101111110000001010100100001011110111111010110011110100010011110100011111011110100111111111110001000001000010110011001100111010110100010111100000011111011111011101100011101001110 

1011111111000100111111110000100100001100010110111110001101000001010000100110110111010100000001011010000011011101010111010100101111110001010001101111010011100001110101010011111100011100111111111110111101000101111111101001010100010010000011001000010111110011001001111110110 111110010011100100111000111010101101010000001000011100100010001000001010100000101100011110101000010001000111010000010110000101011101001100010011111111100010100010001010101111100100111011100010110011011001001001100100100011000010101101001110000100010010010010101111100111 

111101000011101110100001011101010101000101011111000110000010000100010111010000110100000001100101011110111101010110000100100110100000001001010011110010101101010011000100101111111110111001100011100011011001011010010011010111100101110100111000111101010010110011011101110101001 110000101100010011001111000000101000110111011111001000010101000110000010010101010011001100111011011010110001010010100100010110110000010000001100110101000010100111110011111010111101100101110100000110001001011001011101001010110010001110000110000000101101110001100110111011000 

1000010011000100110110100100110111011000100101010110111111001010010100100111101101110001100000011111111111101101010010100110010101000011000011101110011000001100001110111110110100001011010001010010110011001000000101001101001110011101100001000111010011000011110010001011100110000 100100101101010011110010101010100010100110110001110010011011111001111100100000010101101000000111011110101010100001101010010111101101000010010100111011001110010011010110001010001001110110101010001101000000010011101000000111100011001000001000000010011111100111110101111000000011 

100010011000100101111101110010011000101000000000011010001111110110101010110110101001110000001011100001011000101100010011010001010000001011101001100000010100000011110101000011101000010110001100001101011101001110111100011000011001000100001001000010001001010101110000101001111111111 1011010101000101001100011011110000100110100101101001100011100001100000110111111000111001000111011000001101001010100011100001111100001001011101001000001011110111001111101010001001011011001111001101100111001101111100100100100110000010011110101100011111001101010001100111111001010001 

1010010100000001010110001101110110011001110111101010001110000010101101011001001110001101100000111110011010011100010100101011011011011111010100100011001001011000000100110100100011011011110110111000100011001111001111011101000100001111100010110101010011010000001011000100010001101110101 111101011000101111101111001111000011010100100000100110100111010011001010101110000011101000111101111011100110010011001000111000110011011001001011010100000010000111101000011001101010001111000110111110000111011110101110001001000111110011100000011111001100000101010101100011110010010000 

1010000011110010100101111011011011100101101100101001010001001100101101111010001111000000101000111110100000101100001110101110011101111011001011100011010101111111111100100111001101110000011010010110001001010001000010010000011010010100110100001110100010110101101111011010011000111111010001 100011100100110001101110000101010000110101111001001100010011100000010101111000101110010001101001000110001001110000011100101010110001101011000000010000100000100110001011010110101010011011010101011111011100011100001101000011101011100001011001011001001010100010110100001010111101010100101 

100001011001101001101001101011100101010001000011100000000100001000111011101001001111110011100001010111100001000011001010100001110111101111110011110011101011111010100010111101111010010011100110100010110011001001100011100111110110001101100011000000110010101000101011001110110011111010101001 100000101011010001000011110001111111101111110011011010101111000001110010110100000110001000011111101100101110000010100100101001001110000110001111111011110011001000001100100111001110100010100011101000000110000011110000100100000010001100011101010010010010111111010010010111011000110011001111 

111110111001000100110111100010000000111101100000101110011111111010001100010101110011100101000011001101001001010011111000110111011100010100000011101001010101000011101000101111101111001001001001010111010111000100100101011011100010000110001101100010001001110101000110001001110001100001110111101 1010100101110111100101001101001100001010001010100001001101010000001010100010100011110101100011011001100001011010111010000101001011101111111001011000010111011010110000010100001010111000010100100001110100001101011101111101101110011001001011101110110010000011110110000010011100001001101100110100 

1001100111010010100110001110001100011010100110010000110111010110111011001001000000111101101010010001000111011010011011111011010100000110010011010000101000011011000001010000110110100111001010001000110101110011100000111110001101000010100001111010111011001101101001010000110100111110010111100010010 1011110001000111101000010010101011011000111111000001000011111001011010000100111001000111010101100110000001010101001110000010110101000110110111010111100001110011111111000000011011000011110101000111101111010011001111101010000111000010001001101110100010010001101001111100010110101101100000101011110 

101111111111000110110000001011111000110111100011100100011001011110000000010100100100011100011000011100100100101011101010011110011001111011000001100000110000101000110011001011011101011011001000001100000101101011010001001000010000001100100101000001101111111101000111111110001000101001110110011100011 1000101100101001011010000011100001100110010011000100111001011100001111111100110001011000001000001001000111110000110110010011010111111111000101000011110101011110111000000010010001010010000001011110011100110010101110101010011001010001110000110011010101110111100010001110110111111000011011011000011110 

110110010010011000011000110100110111000011010111000101001111101101111101110111111100110011110101110110100000010011101010011000000110101101001100010011110001110111010111101110001000100001110000000001010110111011111111001010100101001011111000110111110000110001011001110110011010101011100001011110110000 1001000110100010011101101110010111100011101101010111101110111101110111001001000101000010010010110010001100111001100011000111110011011101110110110110110011100101100001100100100111101000010101101000110111110010001111001101111010110010100111011101110101001110100100001000100010001010010000110100111111100 
